 # i,    taui (ni),  alpha ;   j,    tauj  (nj),   beta  :   term  group   rij 
  41  [    2 ( 0, 0, 0) ] 1    39  [    1 ( 0,-1, 2) ] 1  :    40   17    4.778
  41  [    2 ( 0, 0, 0) ] 2    41  [    2 ( 0, 0, 0) ] 2  :     5    1    4.778
  41  [    2 ( 0, 0, 0) ] 2     1  [    1 ( 0, 0, 0) ] 2  :     4    2    2.495
  41  [    2 ( 0, 0, 0) ] 2    18  [    1 ( 1, 0, 0) ] 2  :    14    2    4.778
  41  [    2 ( 0, 0, 0) ] 2    38  [    1 ( 0, 1, 0) ] 2  :    26    2    4.075
  41  [    2 ( 0, 0, 0) ] 2    53  [    1 ( 0, 0, 1) ] 2  :    38    2   10.289
  41  [    2 ( 0, 0, 0) ] 2     1  [    1 ( 0, 0, 0) ] 1  :     2    3    2.495
  41  [    2 ( 0, 0, 0) ] 2     1  [    1 ( 0, 0, 0) ] 3  :    12    3    2.495
  41  [    2 ( 0, 0, 0) ] 2    18  [    1 ( 1, 0, 0) ] 1  :    16    3    4.778
  41  [    2 ( 0, 0, 0) ] 2    18  [    1 ( 1, 0, 0) ] 3  :    36    3    4.778
  41  [    2 ( 0, 0, 0) ] 2    38  [    1 ( 0, 1, 0) ] 1  :    40    3    4.075
  41  [    2 ( 0, 0, 0) ] 2    38  [    1 ( 0, 1, 0) ] 3  :    60    3    4.075
  41  [    2 ( 0, 0, 0) ] 2    53  [    1 ( 0, 0, 1) ] 1  :    64    3   10.289
  41  [    2 ( 0, 0, 0) ] 2    53  [    1 ( 0, 0, 1) ] 3  :    84    3   10.289
  41  [    2 ( 0, 0, 0) ] 2    54  [    1 ( 1, 1, 0) ] 2  :     8    4    8.150
  41  [    2 ( 0, 0, 0) ] 2     2  [    1 ( 1, 1,-1) ] 2  :    16    4    0.000
  41  [    2 ( 0, 0, 0) ] 2    34  [    1 ( 1, 0,-1) ] 2  :    28    4    4.778
  41  [    2 ( 0, 0, 0) ] 2    49  [    1 ( 1,-1, 0) ] 2  :    44    4   10.781
  41  [    2 ( 0, 0, 0) ] 2    22  [    1 ( 0, 1, 1) ] 2  :    52    4    6.280
  41  [    2 ( 0, 0, 0) ] 2    17  [    1 ( 0,-1, 1) ] 2  :    72    4    4.075
  41  [    2 ( 0, 0, 0) ] 2     5  [    1 (-1, 1, 1) ] 2  :    76    4    7.058
  41  [    2 ( 0, 0, 0) ] 2    37  [    1 (-1, 0, 1) ] 2  :    96    4    4.778
  41  [    2 ( 0, 0, 0) ] 2    54  [    1 ( 1, 1, 0) ] 1  :     4    5    8.150
  41  [    2 ( 0, 0, 0) ] 2     2  [    1 ( 1, 1,-1) ] 1  :    12    5    0.000
  41  [    2 ( 0, 0, 0) ] 2    34  [    1 ( 1, 0,-1) ] 3  :    32    5    4.778
  41  [    2 ( 0, 0, 0) ] 2    49  [    1 ( 1,-1, 0) ] 3  :    48    5   10.781
  41  [    2 ( 0, 0, 0) ] 2    22  [    1 ( 0, 1, 1) ] 3  :    56    5    6.280
  41  [    2 ( 0, 0, 0) ] 2    17  [    1 ( 0,-1, 1) ] 1  :    68    5    4.075
  41  [    2 ( 0, 0, 0) ] 2     5  [    1 (-1, 1, 1) ] 3  :    80    5    7.058
  41  [    2 ( 0, 0, 0) ] 2    37  [    1 (-1, 0, 1) ] 1  :    92    5    4.778
  41  [    2 ( 0, 0, 0) ] 2    54  [    1 ( 1, 1, 0) ] 3  :    16    6    8.150
  41  [    2 ( 0, 0, 0) ] 2     2  [    1 ( 1, 1,-1) ] 3  :    32    6    0.000
  41  [    2 ( 0, 0, 0) ] 2    40  [    1 ( 1, 0, 1) ] 1  :    36    6    5.763
  41  [    2 ( 0, 0, 0) ] 2    40  [    1 ( 1, 0, 1) ] 3  :    48    6    5.763
  41  [    2 ( 0, 0, 0) ] 2    34  [    1 ( 1, 0,-1) ] 1  :    52    6    4.778
  41  [    2 ( 0, 0, 0) ] 2     3  [    1 ( 1,-1, 1) ] 1  :    68    6    9.982
  41  [    2 ( 0, 0, 0) ] 2     3  [    1 ( 1,-1, 1) ] 3  :    80    6    9.982
  41  [    2 ( 0, 0, 0) ] 2    49  [    1 ( 1,-1, 0) ] 1  :    84    6   10.781
  41  [    2 ( 0, 0, 0) ] 2    22  [    1 ( 0, 1, 1) ] 1  :   100    6    6.280
  41  [    2 ( 0, 0, 0) ] 2    20  [    1 ( 0, 1,-1) ] 1  :   116    6    9.447
  41  [    2 ( 0, 0, 0) ] 2    20  [    1 ( 0, 1,-1) ] 3  :   128    6    9.447
  41  [    2 ( 0, 0, 0) ] 2    17  [    1 ( 0,-1, 1) ] 3  :   144    6    4.075
  41  [    2 ( 0, 0, 0) ] 2     5  [    1 (-1, 1, 1) ] 1  :   148    6    7.058
  41  [    2 ( 0, 0, 0) ] 2    55  [    1 (-1, 1, 0) ] 1  :   164    6    8.523
  41  [    2 ( 0, 0, 0) ] 2    55  [    1 (-1, 1, 0) ] 3  :   176    6    8.523
  41  [    2 ( 0, 0, 0) ] 2    37  [    1 (-1, 0, 1) ] 3  :   192    6    4.778
  41  [    2 ( 0, 0, 0) ] 2    40  [    1 ( 1, 0, 1) ] 2  :    12    7    5.763
  41  [    2 ( 0, 0, 0) ] 2     3  [    1 ( 1,-1, 1) ] 2  :    20    7    9.982
  41  [    2 ( 0, 0, 0) ] 2    20  [    1 ( 0, 1,-1) ] 2  :    32    7    9.447
  41  [    2 ( 0, 0, 0) ] 2    55  [    1 (-1, 1, 0) ] 2  :    44    7    8.523
  41  [    2 ( 0, 0, 0) ] 2    42  [    2 (-1,-1, 1) ] 2  :    29    8    4.075
  41  [    2 ( 0, 0, 0) ] 2    42  [    2 ( 1, 1,-1) ] 2  :    32    8    4.075
  41  [    2 ( 0, 0, 0) ] 2    45  [    2 (-1, 1, 1) ] 2  :    41    8    4.778
  41  [    2 ( 0, 0, 0) ] 2    45  [    2 ( 1,-1,-1) ] 2  :    44    8    4.778
  41  [    2 ( 0, 0, 0) ] 2    43  [    2 (-1, 1,-1) ] 2  :    17    9    2.495
  41  [    2 ( 0, 0, 0) ] 2    43  [    2 ( 1,-1, 1) ] 2  :    20    9    2.495
  41  [    2 ( 0, 0, 0) ] 2    13  [    2 (-1, 0, 1) ] 2  :    29   10    4.075
  41  [    2 ( 0, 0, 0) ] 2    10  [    2 ( 1, 0,-1) ] 2  :    32   10    6.280
  41  [    2 ( 0, 0, 0) ] 2     9  [    2 ( 0,-1, 0) ] 2  :    37   10    7.058
  41  [    2 ( 0, 0, 0) ] 2    14  [    2 ( 0, 1, 0) ] 2  :    40   10    7.486
  41  [    2 ( 0, 0, 0) ] 2    58  [    2 ( 1, 0, 0) ] 1  :   100   11    8.150
  41  [    2 ( 0, 0, 0) ] 2    59  [    2 (-1, 0, 0) ] 1  :   105   11    9.112
  41  [    2 ( 0, 0, 0) ] 2    10  [    2 ( 1, 0,-1) ] 1  :   116   11    6.280
  41  [    2 ( 0, 0, 0) ] 2    13  [    2 (-1, 0, 1) ] 1  :   117   11    4.075
  41  [    2 ( 0, 0, 0) ] 2    13  [    2 (-1, 0, 1) ] 3  :   121   11    4.075
  41  [    2 ( 0, 0, 0) ] 2    10  [    2 ( 1, 0,-1) ] 3  :   128   11    6.280
  41  [    2 ( 0, 0, 0) ] 2    31  [    2 (-1, 1, 0) ] 3  :   133   11    4.075
  41  [    2 ( 0, 0, 0) ] 2    25  [    2 ( 1,-1, 0) ] 3  :   144   11    4.075
  41  [    2 ( 0, 0, 0) ] 2    14  [    2 ( 0, 1, 0) ] 1  :   148   11    7.486
  41  [    2 ( 0, 0, 0) ] 2     9  [    2 ( 0,-1, 0) ] 1  :   149   11    7.058
  41  [    2 ( 0, 0, 0) ] 2     9  [    2 ( 0,-1, 0) ] 3  :   153   11    7.058
  41  [    2 ( 0, 0, 0) ] 2    14  [    2 ( 0, 1, 0) ] 3  :   160   11    7.486
  41  [    2 ( 0, 0, 0) ] 2    60  [    2 ( 0, 1,-1) ] 1  :   164   11    8.523
  41  [    2 ( 0, 0, 0) ] 2    57  [    2 ( 0,-1, 1) ] 1  :   169   11    8.523
  41  [    2 ( 0, 0, 0) ] 2    27  [    2 ( 0, 0,-1) ] 3  :   181   11    4.075
  41  [    2 ( 0, 0, 0) ] 2    29  [    2 ( 0, 0, 1) ] 3  :   192   11    4.075
  41  [    2 ( 0, 0, 0) ] 2    59  [    2 (-1, 0, 0) ] 2  :    49   12    9.112
  41  [    2 ( 0, 0, 0) ] 2    58  [    2 ( 1, 0, 0) ] 2  :    52   12    8.150
  41  [    2 ( 0, 0, 0) ] 2    31  [    2 (-1, 1, 0) ] 2  :    69   12    4.075
  41  [    2 ( 0, 0, 0) ] 2    25  [    2 ( 1,-1, 0) ] 2  :    72   12    4.075
  41  [    2 ( 0, 0, 0) ] 2    57  [    2 ( 0,-1, 1) ] 2  :    81   12    8.523
  41  [    2 ( 0, 0, 0) ] 2    60  [    2 ( 0, 1,-1) ] 2  :    84   12    8.523
  41  [    2 ( 0, 0, 0) ] 2    27  [    2 ( 0, 0,-1) ] 2  :    93   12    4.075
  41  [    2 ( 0, 0, 0) ] 2    29  [    2 ( 0, 0, 1) ] 2  :    96   12    4.075
  41  [    2 ( 0, 0, 0) ] 2    59  [    2 (-1, 0, 0) ] 3  :    49   13    9.112
  41  [    2 ( 0, 0, 0) ] 2    58  [    2 ( 1, 0, 0) ] 3  :    56   13    8.150
  41  [    2 ( 0, 0, 0) ] 2    25  [    2 ( 1,-1, 0) ] 1  :    68   13    4.075
  41  [    2 ( 0, 0, 0) ] 2    31  [    2 (-1, 1, 0) ] 1  :    69   13    4.075
  41  [    2 ( 0, 0, 0) ] 2    57  [    2 ( 0,-1, 1) ] 3  :    81   13    8.523
  41  [    2 ( 0, 0, 0) ] 2    60  [    2 ( 0, 1,-1) ] 3  :    88   13    8.523
  41  [    2 ( 0, 0, 0) ] 2    29  [    2 ( 0, 0, 1) ] 1  :    92   13    4.075
  41  [    2 ( 0, 0, 0) ] 2    27  [    2 ( 0, 0,-1) ] 1  :    93   13    4.075
  41  [    2 ( 0, 0, 0) ] 2    51  [    1 ( 0, 0,-1) ] 2  :     8   14    9.112
  41  [    2 ( 0, 0, 0) ] 2    19  [    1 (-1, 0, 0) ] 2  :    20   14    5.763
  41  [    2 ( 0, 0, 0) ] 2     4  [    1 ( 2, 0, 0) ] 2  :    28   14    9.447
  41  [    2 ( 0, 0, 0) ] 2    36  [    1 ( 2,-1, 0) ] 2  :    48   14    5.763
  41  [    2 ( 0, 0, 0) ] 2    56  [    1 ( 0, 2,-1) ] 2  :    60   14    7.058
  41  [    2 ( 0, 0, 0) ] 2     7  [    1 ( 0, 0, 2) ] 2  :    72   14    5.763
  41  [    2 ( 0, 0, 0) ] 2    39  [    1 ( 0,-1, 2) ] 2  :    76   14    4.778
  41  [    2 ( 0, 0, 0) ] 2    24  [    1 (-1, 2, 0) ] 2  :    88   14    4.778
  41  [    2 ( 0, 0, 0) ] 2    51  [    1 ( 0, 0,-1) ] 1  :     4   15    9.112
  41  [    2 ( 0, 0, 0) ] 2    19  [    1 (-1, 0, 0) ] 3  :    24   15    5.763
  41  [    2 ( 0, 0, 0) ] 2     4  [    1 ( 2, 0, 0) ] 3  :    32   15    9.447
  41  [    2 ( 0, 0, 0) ] 2    36  [    1 ( 2,-1, 0) ] 1  :    44   15    5.763
  41  [    2 ( 0, 0, 0) ] 2    56  [    1 ( 0, 2,-1) ] 3  :    64   15    7.058
  41  [    2 ( 0, 0, 0) ] 2     7  [    1 ( 0, 0, 2) ] 1  :    68   15    5.763
  41  [    2 ( 0, 0, 0) ] 2    39  [    1 ( 0,-1, 2) ] 3  :    80   15    4.778
  41  [    2 ( 0, 0, 0) ] 2    24  [    1 (-1, 2, 0) ] 1  :    84   15    4.778
  41  [    2 ( 0, 0, 0) ] 2    51  [    1 ( 0, 0,-1) ] 3  :    16   16    9.112
  41  [    2 ( 0, 0, 0) ] 2    33  [    1 ( 0,-1, 0) ] 1  :    20   16    4.075
  41  [    2 ( 0, 0, 0) ] 2    33  [    1 ( 0,-1, 0) ] 3  :    32   16    4.075
  41  [    2 ( 0, 0, 0) ] 2    19  [    1 (-1, 0, 0) ] 1  :    36   16    5.763
  41  [    2 ( 0, 0, 0) ] 2     4  [    1 ( 2, 0, 0) ] 1  :    52   16    9.447
  41  [    2 ( 0, 0, 0) ] 2    50  [    1 ( 2, 0,-1) ] 1  :    68   16    9.112
  41  [    2 ( 0, 0, 0) ] 2    50  [    1 ( 2, 0,-1) ] 3  :    80   16    9.112
  41  [    2 ( 0, 0, 0) ] 2    36  [    1 ( 2,-1, 0) ] 3  :    96   16    5.763
  41  [    2 ( 0, 0, 0) ] 2     6  [    1 ( 0, 2, 0) ] 1  :   100   16    7.486
  41  [    2 ( 0, 0, 0) ] 2     6  [    1 ( 0, 2, 0) ] 3  :   112   16    7.486
  41  [    2 ( 0, 0, 0) ] 2    56  [    1 ( 0, 2,-1) ] 1  :   116   16    7.058
  41  [    2 ( 0, 0, 0) ] 2     7  [    1 ( 0, 0, 2) ] 3  :   144   16    5.763
  41  [    2 ( 0, 0, 0) ] 2    39  [    1 ( 0,-1, 2) ] 1  :   148   16    4.778
  41  [    2 ( 0, 0, 0) ] 2    24  [    1 (-1, 2, 0) ] 3  :   176   16    4.778
  41  [    2 ( 0, 0, 0) ] 2    21  [    1 (-1, 0, 2) ] 1  :   180   16    7.058
  41  [    2 ( 0, 0, 0) ] 2    21  [    1 (-1, 0, 2) ] 3  :   192   16    7.058
  41  [    2 ( 0, 0, 0) ] 2    33  [    1 ( 0,-1, 0) ] 2  :     8   17    4.075
  41  [    2 ( 0, 0, 0) ] 2    50  [    1 ( 2, 0,-1) ] 2  :    20   17    9.112
  41  [    2 ( 0, 0, 0) ] 2     6  [    1 ( 0, 2, 0) ] 2  :    28   17    7.486
  41  [    2 ( 0, 0, 0) ] 2    21  [    1 (-1, 0, 2) ] 2  :    48   17    7.058
  41  [    2 ( 0, 0, 0) ] 3    41  [    2 ( 0, 0, 0) ] 3  :     6    1    4.778
  41  [    2 ( 0, 0, 0) ] 3     1  [    1 ( 0, 0, 0) ] 3  :     6    2    2.495
  41  [    2 ( 0, 0, 0) ] 3    18  [    1 ( 1, 0, 0) ] 3  :    18    2    4.778
  41  [    2 ( 0, 0, 0) ] 3    38  [    1 ( 0, 1, 0) ] 3  :    30    2    4.075
  41  [    2 ( 0, 0, 0) ] 3    53  [    1 ( 0, 0, 1) ] 3  :    42    2   10.289
  41  [    2 ( 0, 0, 0) ] 3     1  [    1 ( 0, 0, 0) ] 1  :     4    3    2.495
  41  [    2 ( 0, 0, 0) ] 3     1  [    1 ( 0, 0, 0) ] 2  :     8    3    2.495
  41  [    2 ( 0, 0, 0) ] 3    18  [    1 ( 1, 0, 0) ] 1  :    20    3    4.778
  41  [    2 ( 0, 0, 0) ] 3    18  [    1 ( 1, 0, 0) ] 2  :    28    3    4.778
  41  [    2 ( 0, 0, 0) ] 3    38  [    1 ( 0, 1, 0) ] 1  :    44    3    4.075
  41  [    2 ( 0, 0, 0) ] 3    38  [    1 ( 0, 1, 0) ] 2  :    52    3    4.075
  41  [    2 ( 0, 0, 0) ] 3    53  [    1 ( 0, 0, 1) ] 1  :    68    3   10.289
  41  [    2 ( 0, 0, 0) ] 3    53  [    1 ( 0, 0, 1) ] 2  :    76    3   10.289
  41  [    2 ( 0, 0, 0) ] 3    40  [    1 ( 1, 0, 1) ] 3  :    24    4    5.763
  41  [    2 ( 0, 0, 0) ] 3    34  [    1 ( 1, 0,-1) ] 3  :    32    4    4.778
  41  [    2 ( 0, 0, 0) ] 3     3  [    1 ( 1,-1, 1) ] 3  :    40    4    9.982
  41  [    2 ( 0, 0, 0) ] 3    49  [    1 ( 1,-1, 0) ] 3  :    48    4   10.781
  41  [    2 ( 0, 0, 0) ] 3    22  [    1 ( 0, 1, 1) ] 3  :    56    4    6.280
  41  [    2 ( 0, 0, 0) ] 3    20  [    1 ( 0, 1,-1) ] 3  :    64    4    9.447
  41  [    2 ( 0, 0, 0) ] 3     5  [    1 (-1, 1, 1) ] 3  :    80    4    7.058
  41  [    2 ( 0, 0, 0) ] 3    55  [    1 (-1, 1, 0) ] 3  :    88    4    8.523
  41  [    2 ( 0, 0, 0) ] 3    40  [    1 ( 1, 0, 1) ] 1  :    20    5    5.763
  41  [    2 ( 0, 0, 0) ] 3    34  [    1 ( 1, 0,-1) ] 2  :    28    5    4.778
  41  [    2 ( 0, 0, 0) ] 3     3  [    1 ( 1,-1, 1) ] 1  :    36    5    9.982
  41  [    2 ( 0, 0, 0) ] 3    49  [    1 ( 1,-1, 0) ] 2  :    44    5   10.781
  41  [    2 ( 0, 0, 0) ] 3    22  [    1 ( 0, 1, 1) ] 2  :    52    5    6.280
  41  [    2 ( 0, 0, 0) ] 3    20  [    1 ( 0, 1,-1) ] 1  :    60    5    9.447
  41  [    2 ( 0, 0, 0) ] 3     5  [    1 (-1, 1, 1) ] 2  :    76    5    7.058
  41  [    2 ( 0, 0, 0) ] 3    55  [    1 (-1, 1, 0) ] 1  :    84    5    8.523
  41  [    2 ( 0, 0, 0) ] 3    54  [    1 ( 1, 1, 0) ] 1  :     4    6    8.150
  41  [    2 ( 0, 0, 0) ] 3    54  [    1 ( 1, 1, 0) ] 2  :     8    6    8.150
  41  [    2 ( 0, 0, 0) ] 3     2  [    1 ( 1, 1,-1) ] 1  :    20    6    0.000
  41  [    2 ( 0, 0, 0) ] 3     2  [    1 ( 1, 1,-1) ] 2  :    24    6    0.000
  41  [    2 ( 0, 0, 0) ] 3    40  [    1 ( 1, 0, 1) ] 2  :    44    6    5.763
  41  [    2 ( 0, 0, 0) ] 3    34  [    1 ( 1, 0,-1) ] 1  :    56    6    4.778
  41  [    2 ( 0, 0, 0) ] 3     3  [    1 ( 1,-1, 1) ] 2  :    76    6    9.982
  41  [    2 ( 0, 0, 0) ] 3    49  [    1 ( 1,-1, 0) ] 1  :    88    6   10.781
  41  [    2 ( 0, 0, 0) ] 3    22  [    1 ( 0, 1, 1) ] 1  :   104    6    6.280
  41  [    2 ( 0, 0, 0) ] 3    20  [    1 ( 0, 1,-1) ] 2  :   124    6    9.447
  41  [    2 ( 0, 0, 0) ] 3    17  [    1 ( 0,-1, 1) ] 1  :   132    6    4.075
  41  [    2 ( 0, 0, 0) ] 3    17  [    1 ( 0,-1, 1) ] 2  :   136    6    4.075
  41  [    2 ( 0, 0, 0) ] 3     5  [    1 (-1, 1, 1) ] 1  :   152    6    7.058
  41  [    2 ( 0, 0, 0) ] 3    55  [    1 (-1, 1, 0) ] 2  :   172    6    8.523
  41  [    2 ( 0, 0, 0) ] 3    37  [    1 (-1, 0, 1) ] 1  :   180    6    4.778
  41  [    2 ( 0, 0, 0) ] 3    37  [    1 (-1, 0, 1) ] 2  :   184    6    4.778
  41  [    2 ( 0, 0, 0) ] 3    54  [    1 ( 1, 1, 0) ] 3  :     4    7    8.150
  41  [    2 ( 0, 0, 0) ] 3     2  [    1 ( 1, 1,-1) ] 3  :     8    7    0.000
  41  [    2 ( 0, 0, 0) ] 3    17  [    1 ( 0,-1, 1) ] 3  :    36    7    4.075
  41  [    2 ( 0, 0, 0) ] 3    37  [    1 (-1, 0, 1) ] 3  :    48    7    4.778
  41  [    2 ( 0, 0, 0) ] 3    43  [    2 (-1, 1,-1) ] 3  :    37    8    2.495
  41  [    2 ( 0, 0, 0) ] 3    43  [    2 ( 1,-1, 1) ] 3  :    40    8    2.495
  41  [    2 ( 0, 0, 0) ] 3    45  [    2 (-1, 1, 1) ] 3  :    45    8    4.778
  41  [    2 ( 0, 0, 0) ] 3    45  [    2 ( 1,-1,-1) ] 3  :    48    8    4.778
  41  [    2 ( 0, 0, 0) ] 3    42  [    2 (-1,-1, 1) ] 3  :    13    9    4.075
  41  [    2 ( 0, 0, 0) ] 3    42  [    2 ( 1, 1,-1) ] 3  :    16    9    4.075
  41  [    2 ( 0, 0, 0) ] 3    31  [    2 (-1, 1, 0) ] 3  :    33   10    4.075
  41  [    2 ( 0, 0, 0) ] 3    25  [    2 ( 1,-1, 0) ] 3  :    36   10    4.075
  41  [    2 ( 0, 0, 0) ] 3    27  [    2 ( 0, 0,-1) ] 3  :    45   10    4.075
  41  [    2 ( 0, 0, 0) ] 3    29  [    2 ( 0, 0, 1) ] 3  :    48   10    4.075
  41  [    2 ( 0, 0, 0) ] 3    58  [    2 ( 1, 0, 0) ] 1  :   104   11    8.150
  41  [    2 ( 0, 0, 0) ] 3    59  [    2 (-1, 0, 0) ] 1  :   109   11    9.112
  41  [    2 ( 0, 0, 0) ] 3    10  [    2 ( 1, 0,-1) ] 2  :   124   11    6.280
  41  [    2 ( 0, 0, 0) ] 3    13  [    2 (-1, 0, 1) ] 2  :   125   11    4.075
  41  [    2 ( 0, 0, 0) ] 3    25  [    2 ( 1,-1, 0) ] 1  :   132   11    4.075
  41  [    2 ( 0, 0, 0) ] 3    25  [    2 ( 1,-1, 0) ] 2  :   136   11    4.075
  41  [    2 ( 0, 0, 0) ] 3    31  [    2 (-1, 1, 0) ] 1  :   137   11    4.075
  41  [    2 ( 0, 0, 0) ] 3    31  [    2 (-1, 1, 0) ] 2  :   141   11    4.075
  41  [    2 ( 0, 0, 0) ] 3    14  [    2 ( 0, 1, 0) ] 2  :   156   11    7.486
  41  [    2 ( 0, 0, 0) ] 3     9  [    2 ( 0,-1, 0) ] 2  :   157   11    7.058
  41  [    2 ( 0, 0, 0) ] 3    60  [    2 ( 0, 1,-1) ] 1  :   168   11    8.523
  41  [    2 ( 0, 0, 0) ] 3    57  [    2 ( 0,-1, 1) ] 1  :   173   11    8.523
  41  [    2 ( 0, 0, 0) ] 3    29  [    2 ( 0, 0, 1) ] 1  :   180   11    4.075
  41  [    2 ( 0, 0, 0) ] 3    29  [    2 ( 0, 0, 1) ] 2  :   184   11    4.075
  41  [    2 ( 0, 0, 0) ] 3    27  [    2 ( 0, 0,-1) ] 1  :   185   11    4.075
  41  [    2 ( 0, 0, 0) ] 3    27  [    2 ( 0, 0,-1) ] 2  :   189   11    4.075
  41  [    2 ( 0, 0, 0) ] 3    59  [    2 (-1, 0, 0) ] 3  :    53   12    9.112
  41  [    2 ( 0, 0, 0) ] 3    58  [    2 ( 1, 0, 0) ] 3  :    56   12    8.150
  41  [    2 ( 0, 0, 0) ] 3    13  [    2 (-1, 0, 1) ] 3  :    61   12    4.075
  41  [    2 ( 0, 0, 0) ] 3    10  [    2 ( 1, 0,-1) ] 3  :    64   12    6.280
  41  [    2 ( 0, 0, 0) ] 3     9  [    2 ( 0,-1, 0) ] 3  :    77   12    7.058
  41  [    2 ( 0, 0, 0) ] 3    14  [    2 ( 0, 1, 0) ] 3  :    80   12    7.486
  41  [    2 ( 0, 0, 0) ] 3    57  [    2 ( 0,-1, 1) ] 3  :    85   12    8.523
  41  [    2 ( 0, 0, 0) ] 3    60  [    2 ( 0, 1,-1) ] 3  :    88   12    8.523
  41  [    2 ( 0, 0, 0) ] 3    58  [    2 ( 1, 0, 0) ] 2  :    52   13    8.150
  41  [    2 ( 0, 0, 0) ] 3    59  [    2 (-1, 0, 0) ] 2  :    53   13    9.112
  41  [    2 ( 0, 0, 0) ] 3    10  [    2 ( 1, 0,-1) ] 1  :    60   13    6.280
  41  [    2 ( 0, 0, 0) ] 3    13  [    2 (-1, 0, 1) ] 1  :    61   13    4.075
  41  [    2 ( 0, 0, 0) ] 3    14  [    2 ( 0, 1, 0) ] 1  :    76   13    7.486
  41  [    2 ( 0, 0, 0) ] 3     9  [    2 ( 0,-1, 0) ] 1  :    77   13    7.058
  41  [    2 ( 0, 0, 0) ] 3    60  [    2 ( 0, 1,-1) ] 2  :    84   13    8.523
  41  [    2 ( 0, 0, 0) ] 3    57  [    2 ( 0,-1, 1) ] 2  :    85   13    8.523
  41  [    2 ( 0, 0, 0) ] 3    33  [    1 ( 0,-1, 0) ] 3  :    16   14    4.075
  41  [    2 ( 0, 0, 0) ] 3    19  [    1 (-1, 0, 0) ] 3  :    24   14    5.763
  41  [    2 ( 0, 0, 0) ] 3     4  [    1 ( 2, 0, 0) ] 3  :    32   14    9.447
  41  [    2 ( 0, 0, 0) ] 3    50  [    1 ( 2, 0,-1) ] 3  :    40   14    9.112
  41  [    2 ( 0, 0, 0) ] 3     6  [    1 ( 0, 2, 0) ] 3  :    56   14    7.486
  41  [    2 ( 0, 0, 0) ] 3    56  [    1 ( 0, 2,-1) ] 3  :    64   14    7.058
  41  [    2 ( 0, 0, 0) ] 3    39  [    1 ( 0,-1, 2) ] 3  :    80   14    4.778
  41  [    2 ( 0, 0, 0) ] 3    21  [    1 (-1, 0, 2) ] 3  :    96   14    7.058
  41  [    2 ( 0, 0, 0) ] 3    33  [    1 ( 0,-1, 0) ] 1  :    12   15    4.075
  41  [    2 ( 0, 0, 0) ] 3    19  [    1 (-1, 0, 0) ] 2  :    20   15    5.763
  41  [    2 ( 0, 0, 0) ] 3     4  [    1 ( 2, 0, 0) ] 2  :    28   15    9.447
  41  [    2 ( 0, 0, 0) ] 3    50  [    1 ( 2, 0,-1) ] 1  :    36   15    9.112
  41  [    2 ( 0, 0, 0) ] 3     6  [    1 ( 0, 2, 0) ] 1  :    52   15    7.486
  41  [    2 ( 0, 0, 0) ] 3    56  [    1 ( 0, 2,-1) ] 2  :    60   15    7.058
  41  [    2 ( 0, 0, 0) ] 3    39  [    1 ( 0,-1, 2) ] 2  :    76   15    4.778
  41  [    2 ( 0, 0, 0) ] 3    21  [    1 (-1, 0, 2) ] 1  :    92   15    7.058
  41  [    2 ( 0, 0, 0) ] 3    51  [    1 ( 0, 0,-1) ] 1  :     4   16    9.112
  41  [    2 ( 0, 0, 0) ] 3    51  [    1 ( 0, 0,-1) ] 2  :     8   16    9.112
  41  [    2 ( 0, 0, 0) ] 3    33  [    1 ( 0,-1, 0) ] 2  :    28   16    4.075
  41  [    2 ( 0, 0, 0) ] 3    19  [    1 (-1, 0, 0) ] 1  :    40   16    5.763
  41  [    2 ( 0, 0, 0) ] 3     4  [    1 ( 2, 0, 0) ] 1  :    56   16    9.447
  41  [    2 ( 0, 0, 0) ] 3    50  [    1 ( 2, 0,-1) ] 2  :    76   16    9.112
  41  [    2 ( 0, 0, 0) ] 3    36  [    1 ( 2,-1, 0) ] 1  :    84   16    5.763
  41  [    2 ( 0, 0, 0) ] 3    36  [    1 ( 2,-1, 0) ] 2  :    88   16    5.763
  41  [    2 ( 0, 0, 0) ] 3     6  [    1 ( 0, 2, 0) ] 2  :   108   16    7.486
  41  [    2 ( 0, 0, 0) ] 3    56  [    1 ( 0, 2,-1) ] 1  :   120   16    7.058
  41  [    2 ( 0, 0, 0) ] 3     7  [    1 ( 0, 0, 2) ] 1  :   132   16    5.763
  41  [    2 ( 0, 0, 0) ] 3     7  [    1 ( 0, 0, 2) ] 2  :   136   16    5.763
  41  [    2 ( 0, 0, 0) ] 3    39  [    1 ( 0,-1, 2) ] 1  :   152   16    4.778
  41  [    2 ( 0, 0, 0) ] 3    24  [    1 (-1, 2, 0) ] 1  :   164   16    4.778
  41  [    2 ( 0, 0, 0) ] 3    24  [    1 (-1, 2, 0) ] 2  :   168   16    4.778
  41  [    2 ( 0, 0, 0) ] 3    21  [    1 (-1, 0, 2) ] 2  :   188   16    7.058
  41  [    2 ( 0, 0, 0) ] 3    51  [    1 ( 0, 0,-1) ] 3  :     4   17    9.112
  41  [    2 ( 0, 0, 0) ] 3    36  [    1 ( 2,-1, 0) ] 3  :    24   17    5.763
  41  [    2 ( 0, 0, 0) ] 3     7  [    1 ( 0, 0, 2) ] 3  :    36   17    5.763
