 # i,    taui (ni),  alpha ;   j,    tauj  (nj),   beta  :   term  group   rij 
   1  [    1 ( 0, 0, 0) ] 1    26  [    2 ( 2, 0,-1) ] 1  :    93   29    4.778
   1  [    1 ( 0, 0, 0) ] 1    12  [    2 (-2,-1, 0) ] 2  :     1   30    2.495
   1  [    1 ( 0, 0, 0) ] 1    14  [    2 (-2,-1, 2) ] 2  :     9   30    4.778
   1  [    1 ( 0, 0, 0) ] 1    26  [    2 (-2, 0,-1) ] 3  :    17   30    4.778
   1  [    1 ( 0, 0, 0) ] 1    29  [    2 (-2, 2,-1) ] 3  :    33   30    4.075
   1  [    1 ( 0, 0, 0) ] 1    64  [    2 (-1,-2, 0) ] 2  :    49   30    8.150
   1  [    1 ( 0, 0, 0) ] 1    58  [    2 (-1,-2, 2) ] 2  :    57   30    8.523
   1  [    1 ( 0, 0, 0) ] 1    61  [    2 (-1, 0,-2) ] 3  :    65   30    6.280
   1  [    1 ( 0, 0, 0) ] 1    58  [    2 (-1, 2,-2) ] 3  :    81   30    8.523
   1  [    1 ( 0, 0, 0) ] 1    44  [    2 ( 0,-2, 2) ] 3  :   105   30    4.778
   1  [    1 ( 0, 0, 0) ] 1    15  [    2 ( 0,-1, 2) ] 3  :   121   30    5.763
   1  [    1 ( 0, 0, 0) ] 1    44  [    2 ( 0, 2,-2) ] 2  :   129   30    4.778
   1  [    1 ( 0, 0, 0) ] 1    32  [    2 ( 0, 2,-1) ] 2  :   137   30    4.778
   1  [    1 ( 0, 0, 0) ] 1    47  [    2 ( 2,-2, 0) ] 3  :   153   30    7.058
   1  [    1 ( 0, 0, 0) ] 1    12  [    2 ( 2,-1, 0) ] 3  :   169   30    2.495
   1  [    1 ( 0, 0, 0) ] 1    46  [    2 ( 2, 0,-2) ] 2  :   177   30    6.280
   1  [    1 ( 0, 0, 0) ] 1    26  [    2 ( 2, 0,-1) ] 2  :   185   30    4.778
   1  [    1 ( 0, 0, 0) ] 1    12  [    2 (-2,-1, 0) ] 3  :     1   31    2.495
   1  [    1 ( 0, 0, 0) ] 1    26  [    2 (-2, 0,-1) ] 2  :    17   31    4.778
   1  [    1 ( 0, 0, 0) ] 1    46  [    2 (-2, 0, 2) ] 2  :    25   31    6.280
   1  [    1 ( 0, 0, 0) ] 1    47  [    2 (-2, 2, 0) ] 3  :    41   31    7.058
   1  [    1 ( 0, 0, 0) ] 1    58  [    2 (-1,-2, 2) ] 3  :    57   31    8.523
   1  [    1 ( 0, 0, 0) ] 1    61  [    2 (-1, 0, 2) ] 3  :    73   31    6.280
   1  [    1 ( 0, 0, 0) ] 1    58  [    2 (-1, 2,-2) ] 2  :    81   31    8.523
   1  [    1 ( 0, 0, 0) ] 1    64  [    2 (-1, 2, 0) ] 2  :    89   31    8.150
   1  [    1 ( 0, 0, 0) ] 1    32  [    2 ( 0,-2,-1) ] 2  :    97   31    4.778
   1  [    1 ( 0, 0, 0) ] 1    44  [    2 ( 0,-2, 2) ] 2  :   105   31    4.778
   1  [    1 ( 0, 0, 0) ] 1    15  [    2 ( 0,-1,-2) ] 3  :   113   31    5.763
   1  [    1 ( 0, 0, 0) ] 1    44  [    2 ( 0, 2,-2) ] 3  :   129   31    4.778
   1  [    1 ( 0, 0, 0) ] 1    29  [    2 ( 2,-2,-1) ] 3  :   145   31    4.075
   1  [    1 ( 0, 0, 0) ] 1    14  [    2 ( 2,-1,-2) ] 2  :   161   31    4.778
   1  [    1 ( 0, 0, 0) ] 1    12  [    2 ( 2,-1, 0) ] 2  :   169   31    2.495
   1  [    1 ( 0, 0, 0) ] 1    26  [    2 ( 2, 0,-1) ] 3  :   185   31    4.778
   1  [    1 ( 0, 0, 0) ] 1    14  [    2 (-2,-1, 2) ] 1  :     5   32    4.778
   1  [    1 ( 0, 0, 0) ] 1    29  [    2 (-2, 2,-1) ] 1  :    17   32    4.075
   1  [    1 ( 0, 0, 0) ] 1    64  [    2 (-1,-2, 0) ] 1  :    25   32    8.150
   1  [    1 ( 0, 0, 0) ] 1    61  [    2 (-1, 0,-2) ] 1  :    33   32    6.280
   1  [    1 ( 0, 0, 0) ] 1    15  [    2 ( 0,-1, 2) ] 1  :    61   32    5.763
   1  [    1 ( 0, 0, 0) ] 1    32  [    2 ( 0, 2,-1) ] 1  :    69   32    4.778
   1  [    1 ( 0, 0, 0) ] 1    47  [    2 ( 2,-2, 0) ] 1  :    77   32    7.058
   1  [    1 ( 0, 0, 0) ] 1    46  [    2 ( 2, 0,-2) ] 1  :    89   32    6.280
   1  [    1 ( 0, 0, 0) ] 1    14  [    2 (-2,-1, 2) ] 3  :     9   33    4.778
   1  [    1 ( 0, 0, 0) ] 1    46  [    2 (-2, 0, 2) ] 3  :    25   33    6.280
   1  [    1 ( 0, 0, 0) ] 1    29  [    2 (-2, 2,-1) ] 2  :    33   33    4.075
   1  [    1 ( 0, 0, 0) ] 1    47  [    2 (-2, 2, 0) ] 2  :    41   33    7.058
   1  [    1 ( 0, 0, 0) ] 1    64  [    2 (-1,-2, 0) ] 3  :    49   33    8.150
   1  [    1 ( 0, 0, 0) ] 1    61  [    2 (-1, 0,-2) ] 2  :    65   33    6.280
   1  [    1 ( 0, 0, 0) ] 1    61  [    2 (-1, 0, 2) ] 2  :    73   33    6.280
   1  [    1 ( 0, 0, 0) ] 1    64  [    2 (-1, 2, 0) ] 3  :    89   33    8.150
   1  [    1 ( 0, 0, 0) ] 1    32  [    2 ( 0,-2,-1) ] 3  :    97   33    4.778
   1  [    1 ( 0, 0, 0) ] 1    15  [    2 ( 0,-1,-2) ] 2  :   113   33    5.763
   1  [    1 ( 0, 0, 0) ] 1    15  [    2 ( 0,-1, 2) ] 2  :   121   33    5.763
   1  [    1 ( 0, 0, 0) ] 1    32  [    2 ( 0, 2,-1) ] 3  :   137   33    4.778
   1  [    1 ( 0, 0, 0) ] 1    29  [    2 ( 2,-2,-1) ] 2  :   145   33    4.075
   1  [    1 ( 0, 0, 0) ] 1    47  [    2 ( 2,-2, 0) ] 2  :   153   33    7.058
   1  [    1 ( 0, 0, 0) ] 1    14  [    2 ( 2,-1,-2) ] 3  :   161   33    4.778
   1  [    1 ( 0, 0, 0) ] 1    46  [    2 ( 2, 0,-2) ] 3  :   177   33    6.280
   1  [    1 ( 0, 0, 0) ] 1    46  [    2 (-2, 0, 2) ] 1  :    13   34    6.280
   1  [    1 ( 0, 0, 0) ] 1    47  [    2 (-2, 2, 0) ] 1  :    21   34    7.058
   1  [    1 ( 0, 0, 0) ] 1    61  [    2 (-1, 0, 2) ] 1  :    37   34    6.280
   1  [    1 ( 0, 0, 0) ] 1    64  [    2 (-1, 2, 0) ] 1  :    45   34    8.150
   1  [    1 ( 0, 0, 0) ] 1    32  [    2 ( 0,-2,-1) ] 1  :    49   34    4.778
   1  [    1 ( 0, 0, 0) ] 1    15  [    2 ( 0,-1,-2) ] 1  :    57   34    5.763
   1  [    1 ( 0, 0, 0) ] 1    29  [    2 ( 2,-2,-1) ] 1  :    73   34    4.075
   1  [    1 ( 0, 0, 0) ] 1    14  [    2 ( 2,-1,-2) ] 1  :    81   34    4.778
   1  [    1 ( 0, 0, 0) ] 1     4  [    1 (-2, 0, 0) ] 1  :     1   35    7.486
   1  [    1 ( 0, 0, 0) ] 1     4  [    1 ( 2, 0, 0) ] 1  :     4   35    7.486
   1  [    1 ( 0, 0, 0) ] 1     4  [    1 ( 0,-2, 2) ] 1  :    17   35    7.486
   1  [    1 ( 0, 0, 0) ] 1     4  [    1 ( 0, 2,-2) ] 1  :    20   35    7.486
   1  [    1 ( 0, 0, 0) ] 1     4  [    1 (-2, 0, 0) ] 2  :     1   36    7.486
   1  [    1 ( 0, 0, 0) ] 1     4  [    1 (-2, 0, 0) ] 3  :     5   36    7.486
   1  [    1 ( 0, 0, 0) ] 1     4  [    1 ( 2, 0, 0) ] 2  :    12   36    7.486
   1  [    1 ( 0, 0, 0) ] 1     4  [    1 ( 2, 0, 0) ] 3  :    16   36    7.486
   1  [    1 ( 0, 0, 0) ] 1     6  [    1 (-2, 0, 2) ] 2  :    17   36    4.778
   1  [    1 ( 0, 0, 0) ] 1     6  [    1 ( 2, 0,-2) ] 2  :    24   36    4.778
   1  [    1 ( 0, 0, 0) ] 1     7  [    1 (-2, 2, 0) ] 3  :    33   36    5.763
   1  [    1 ( 0, 0, 0) ] 1     7  [    1 ( 2,-2, 0) ] 3  :    44   36    5.763
   1  [    1 ( 0, 0, 0) ] 1     6  [    1 ( 0,-2, 0) ] 2  :    49   36    4.778
   1  [    1 ( 0, 0, 0) ] 1     6  [    1 ( 0, 2, 0) ] 2  :    56   36    4.778
   1  [    1 ( 0, 0, 0) ] 1     4  [    1 ( 0,-2, 2) ] 2  :    65   36    7.486
   1  [    1 ( 0, 0, 0) ] 1     4  [    1 ( 0,-2, 2) ] 3  :    69   36    7.486
   1  [    1 ( 0, 0, 0) ] 1     4  [    1 ( 0, 2,-2) ] 2  :    76   36    7.486
   1  [    1 ( 0, 0, 0) ] 1     4  [    1 ( 0, 2,-2) ] 3  :    80   36    7.486
   1  [    1 ( 0, 0, 0) ] 1     7  [    1 ( 0, 0,-2) ] 3  :    81   36    5.763
   1  [    1 ( 0, 0, 0) ] 1     7  [    1 ( 0, 0, 2) ] 3  :    92   36    5.763
   1  [    1 ( 0, 0, 0) ] 1     6  [    1 (-2, 0, 2) ] 1  :     9   37    4.778
   1  [    1 ( 0, 0, 0) ] 1     6  [    1 ( 2, 0,-2) ] 1  :    12   37    4.778
   1  [    1 ( 0, 0, 0) ] 1     7  [    1 (-2, 2, 0) ] 1  :    17   37    5.763
   1  [    1 ( 0, 0, 0) ] 1     7  [    1 ( 2,-2, 0) ] 1  :    20   37    5.763
   1  [    1 ( 0, 0, 0) ] 1     6  [    1 ( 0,-2, 0) ] 1  :    25   37    4.778
   1  [    1 ( 0, 0, 0) ] 1     6  [    1 ( 0, 2, 0) ] 1  :    28   37    4.778
   1  [    1 ( 0, 0, 0) ] 1     7  [    1 ( 0, 0,-2) ] 1  :    41   37    5.763
   1  [    1 ( 0, 0, 0) ] 1     7  [    1 ( 0, 0, 2) ] 1  :    44   37    5.763
   1  [    1 ( 0, 0, 0) ] 1     6  [    1 (-2, 0, 2) ] 3  :     9   38    4.778
   1  [    1 ( 0, 0, 0) ] 1     6  [    1 ( 2, 0,-2) ] 3  :    16   38    4.778
   1  [    1 ( 0, 0, 0) ] 1     7  [    1 (-2, 2, 0) ] 2  :    17   38    5.763
   1  [    1 ( 0, 0, 0) ] 1     7  [    1 ( 2,-2, 0) ] 2  :    24   38    5.763
   1  [    1 ( 0, 0, 0) ] 1     6  [    1 ( 0,-2, 0) ] 3  :    25   38    4.778
   1  [    1 ( 0, 0, 0) ] 1     6  [    1 ( 0, 2, 0) ] 3  :    32   38    4.778
   1  [    1 ( 0, 0, 0) ] 1     7  [    1 ( 0, 0,-2) ] 2  :    41   38    5.763
   1  [    1 ( 0, 0, 0) ] 1     7  [    1 ( 0, 0, 2) ] 2  :    48   38    5.763
   1  [    1 ( 0, 0, 0) ] 2     1  [    1 ( 0, 0, 0) ] 2  :     2    1    0.000
   1  [    1 ( 0, 0, 0) ] 2    41  [    2 ( 0, 0, 0) ] 2  :     3    2    5.763
   1  [    1 ( 0, 0, 0) ] 2    59  [    2 (-1, 0, 0) ] 2  :    11    2    8.523
   1  [    1 ( 0, 0, 0) ] 2     9  [    2 ( 0,-1, 0) ] 2  :    23    2    7.058
   1  [    1 ( 0, 0, 0) ] 2    27  [    2 ( 0, 0,-1) ] 2  :    35    2    4.075
   1  [    1 ( 0, 0, 0) ] 2    41  [    2 ( 0, 0, 0) ] 1  :     5    3    5.763
   1  [    1 ( 0, 0, 0) ] 2    41  [    2 ( 0, 0, 0) ] 3  :     7    3    5.763
   1  [    1 ( 0, 0, 0) ] 2    59  [    2 (-1, 0, 0) ] 1  :    21    3    8.523
   1  [    1 ( 0, 0, 0) ] 2    59  [    2 (-1, 0, 0) ] 3  :    25    3    8.523
   1  [    1 ( 0, 0, 0) ] 2     9  [    2 ( 0,-1, 0) ] 1  :    45    3    7.058
   1  [    1 ( 0, 0, 0) ] 2     9  [    2 ( 0,-1, 0) ] 3  :    49    3    7.058
   1  [    1 ( 0, 0, 0) ] 2    27  [    2 ( 0, 0,-1) ] 1  :    69    3    4.075
   1  [    1 ( 0, 0, 0) ] 2    27  [    2 ( 0, 0,-1) ] 3  :    73    3    4.075
   1  [    1 ( 0, 0, 0) ] 2    48  [    2 (-1,-1,-1) ] 2  :     5    4    9.447
   1  [    1 ( 0, 0, 0) ] 2    30  [    2 (-1,-1, 2) ] 2  :    17    4    6.280
   1  [    1 ( 0, 0, 0) ] 2    16  [    2 (-1, 2,-1) ] 2  :    29    4    4.778
   1  [    1 ( 0, 0, 0) ] 2    62  [    2 ( 2,-1,-1) ] 2  :    41    4    7.058
   1  [    1 ( 0, 0, 0) ] 2    48  [    2 (-1,-1,-1) ] 1  :     9    5    9.447
   1  [    1 ( 0, 0, 0) ] 2    48  [    2 (-1,-1,-1) ] 3  :    13    5    9.447
   1  [    1 ( 0, 0, 0) ] 2    30  [    2 (-1,-1, 2) ] 1  :    33    5    6.280
   1  [    1 ( 0, 0, 0) ] 2    30  [    2 (-1,-1, 2) ] 3  :    37    5    6.280
   1  [    1 ( 0, 0, 0) ] 2    16  [    2 (-1, 2,-1) ] 1  :    57    5    4.778
   1  [    1 ( 0, 0, 0) ] 2    16  [    2 (-1, 2,-1) ] 3  :    61    5    4.778
   1  [    1 ( 0, 0, 0) ] 2    62  [    2 ( 2,-1,-1) ] 1  :    81    5    7.058
   1  [    1 ( 0, 0, 0) ] 2    62  [    2 ( 2,-1,-1) ] 3  :    85    5    7.058
   1  [    1 ( 0, 0, 0) ] 2    52  [    1 (-1,-1, 0) ] 2  :     5    6    9.447
   1  [    1 ( 0, 0, 0) ] 2    54  [    1 ( 1, 1, 0) ] 2  :     8    6    8.523
   1  [    1 ( 0, 0, 0) ] 2    23  [    1 ( 0,-1,-1) ] 2  :    17    6    4.075
   1  [    1 ( 0, 0, 0) ] 2    22  [    1 ( 0, 1, 1) ] 2  :    20    6    4.778
   1  [    1 ( 0, 0, 0) ] 2    56  [    1 (-2, 0, 1) ] 2  :    29    6    7.486
   1  [    1 ( 0, 0, 0) ] 2    50  [    1 ( 2, 0,-1) ] 2  :    32    6    7.486
   1  [    1 ( 0, 0, 0) ] 2    23  [    1 (-2, 1, 1) ] 2  :    41    6    4.075
   1  [    1 ( 0, 0, 0) ] 2    22  [    1 ( 2,-1,-1) ] 2  :    44    6    4.778
   1  [    1 ( 0, 0, 0) ] 2    54  [    1 (-1,-1, 2) ] 2  :    53    6    8.523
   1  [    1 ( 0, 0, 0) ] 2    52  [    1 ( 1, 1,-2) ] 2  :    56    6    9.447
   1  [    1 ( 0, 0, 0) ] 2    21  [    1 (-1, 0, 2) ] 2  :    57    6    7.058
   1  [    1 ( 0, 0, 0) ] 2    24  [    1 ( 1, 0,-2) ] 2  :    60    6    2.495
   1  [    1 ( 0, 0, 0) ] 2    24  [    1 (-1, 2, 0) ] 2  :    73    6    2.495
   1  [    1 ( 0, 0, 0) ] 2    21  [    1 ( 1,-2, 0) ] 2  :    76    6    7.058
   1  [    1 ( 0, 0, 0) ] 2    50  [    1 ( 0,-2, 1) ] 2  :    85    6    7.486
   1  [    1 ( 0, 0, 0) ] 2    56  [    1 ( 0, 2,-1) ] 2  :    88    6    7.486
   1  [    1 ( 0, 0, 0) ] 2    54  [    1 ( 1, 1, 0) ] 1  :     4    7    8.523
   1  [    1 ( 0, 0, 0) ] 2    52  [    1 (-1,-1, 0) ] 1  :     5    7    9.447
   1  [    1 ( 0, 0, 0) ] 2    23  [    1 ( 0,-1,-1) ] 3  :    17    7    4.075
   1  [    1 ( 0, 0, 0) ] 2    22  [    1 ( 0, 1, 1) ] 3  :    24    7    4.778
   1  [    1 ( 0, 0, 0) ] 2    50  [    1 ( 2, 0,-1) ] 1  :    28    7    7.486
   1  [    1 ( 0, 0, 0) ] 2    56  [    1 (-2, 0, 1) ] 1  :    29    7    7.486
   1  [    1 ( 0, 0, 0) ] 2    23  [    1 (-2, 1, 1) ] 3  :    41    7    4.075
   1  [    1 ( 0, 0, 0) ] 2    22  [    1 ( 2,-1,-1) ] 3  :    48    7    4.778
   1  [    1 ( 0, 0, 0) ] 2    52  [    1 ( 1, 1,-2) ] 1  :    52    7    9.447
   1  [    1 ( 0, 0, 0) ] 2    54  [    1 (-1,-1, 2) ] 1  :    53    7    8.523
   1  [    1 ( 0, 0, 0) ] 2    21  [    1 (-1, 0, 2) ] 3  :    57    7    7.058
   1  [    1 ( 0, 0, 0) ] 2    24  [    1 ( 1, 0,-2) ] 3  :    64    7    2.495
   1  [    1 ( 0, 0, 0) ] 2    24  [    1 (-1, 2, 0) ] 3  :    73    7    2.495
   1  [    1 ( 0, 0, 0) ] 2    21  [    1 ( 1,-2, 0) ] 3  :    80    7    7.058
   1  [    1 ( 0, 0, 0) ] 2    56  [    1 ( 0, 2,-1) ] 1  :    84    7    7.486
   1  [    1 ( 0, 0, 0) ] 2    50  [    1 ( 0,-2, 1) ] 1  :    85    7    7.486
   1  [    1 ( 0, 0, 0) ] 2    54  [    1 ( 1, 1, 0) ] 3  :     8    8    8.523
   1  [    1 ( 0, 0, 0) ] 2    35  [    1 (-1, 0,-1) ] 1  :     9    8    7.058
   1  [    1 ( 0, 0, 0) ] 2    35  [    1 (-1, 0,-1) ] 3  :    13    8    7.058
   1  [    1 ( 0, 0, 0) ] 2    22  [    1 ( 0, 1, 1) ] 1  :    20    8    4.778
   1  [    1 ( 0, 0, 0) ] 2    56  [    1 (-2, 0, 1) ] 3  :    29    8    7.486
   1  [    1 ( 0, 0, 0) ] 2    36  [    1 ( 2,-1, 0) ] 1  :    36    8    9.447
   1  [    1 ( 0, 0, 0) ] 2    36  [    1 ( 2,-1, 0) ] 3  :    40    8    9.447
   1  [    1 ( 0, 0, 0) ] 2    23  [    1 (-2, 1, 1) ] 1  :    41    8    4.075
   1  [    1 ( 0, 0, 0) ] 2    52  [    1 ( 1, 1,-2) ] 3  :    56    8    9.447
   1  [    1 ( 0, 0, 0) ] 2    24  [    1 ( 1, 0,-2) ] 1  :    60    8    2.495
   1  [    1 ( 0, 0, 0) ] 2    40  [    1 (-1, 2,-1) ] 1  :    65    8    4.778
   1  [    1 ( 0, 0, 0) ] 2    40  [    1 (-1, 2,-1) ] 3  :    69    8    4.778
   1  [    1 ( 0, 0, 0) ] 2    21  [    1 ( 1,-2, 0) ] 1  :    76    8    7.058
   1  [    1 ( 0, 0, 0) ] 2    50  [    1 ( 0,-2, 1) ] 3  :    85    8    7.486
   1  [    1 ( 0, 0, 0) ] 2    39  [    1 ( 0,-1, 2) ] 1  :    89    8    4.075
   1  [    1 ( 0, 0, 0) ] 2    39  [    1 ( 0,-1, 2) ] 3  :    93    8    4.075
   1  [    1 ( 0, 0, 0) ] 2    52  [    1 (-1,-1, 0) ] 3  :     5    9    9.447
   1  [    1 ( 0, 0, 0) ] 2    40  [    1 ( 1, 0, 1) ] 1  :    12    9    4.778
   1  [    1 ( 0, 0, 0) ] 2    40  [    1 ( 1, 0, 1) ] 3  :    16    9    4.778
   1  [    1 ( 0, 0, 0) ] 2    23  [    1 ( 0,-1,-1) ] 1  :    17    9    4.075
   1  [    1 ( 0, 0, 0) ] 2    50  [    1 ( 2, 0,-1) ] 3  :    32    9    7.486
   1  [    1 ( 0, 0, 0) ] 2    39  [    1 (-2, 1, 0) ] 1  :    33    9    4.075
   1  [    1 ( 0, 0, 0) ] 2    39  [    1 (-2, 1, 0) ] 3  :    37    9    4.075
   1  [    1 ( 0, 0, 0) ] 2    22  [    1 ( 2,-1,-1) ] 1  :    44    9    4.778
   1  [    1 ( 0, 0, 0) ] 2    54  [    1 (-1,-1, 2) ] 3  :    53    9    8.523
   1  [    1 ( 0, 0, 0) ] 2    21  [    1 (-1, 0, 2) ] 1  :    57    9    7.058
   1  [    1 ( 0, 0, 0) ] 2    35  [    1 ( 1,-2, 1) ] 1  :    68    9    7.058
   1  [    1 ( 0, 0, 0) ] 2    35  [    1 ( 1,-2, 1) ] 3  :    72    9    7.058
   1  [    1 ( 0, 0, 0) ] 2    24  [    1 (-1, 2, 0) ] 1  :    73    9    2.495
   1  [    1 ( 0, 0, 0) ] 2    56  [    1 ( 0, 2,-1) ] 3  :    88    9    7.486
   1  [    1 ( 0, 0, 0) ] 2    36  [    1 ( 0, 1,-2) ] 1  :    92    9    9.447
   1  [    1 ( 0, 0, 0) ] 2    36  [    1 ( 0, 1,-2) ] 3  :    96    9    9.447
   1  [    1 ( 0, 0, 0) ] 2    35  [    1 (-1, 0,-1) ] 2  :     5   10    7.058
   1  [    1 ( 0, 0, 0) ] 2    40  [    1 ( 1, 0, 1) ] 2  :     8   10    4.778
   1  [    1 ( 0, 0, 0) ] 2    39  [    1 (-2, 1, 0) ] 2  :    17   10    4.075
   1  [    1 ( 0, 0, 0) ] 2    36  [    1 ( 2,-1, 0) ] 2  :    20   10    9.447
   1  [    1 ( 0, 0, 0) ] 2    40  [    1 (-1, 2,-1) ] 2  :    33   10    4.778
   1  [    1 ( 0, 0, 0) ] 2    35  [    1 ( 1,-2, 1) ] 2  :    36   10    7.058
   1  [    1 ( 0, 0, 0) ] 2    39  [    1 ( 0,-1, 2) ] 2  :    45   10    4.075
   1  [    1 ( 0, 0, 0) ] 2    36  [    1 ( 0, 1,-2) ] 2  :    48   10    9.447
   1  [    1 ( 0, 0, 0) ] 2    28  [    2 (-1,-1, 0) ] 2  :     5   11    2.495
   1  [    1 ( 0, 0, 0) ] 2    42  [    2 (-1,-1, 1) ] 2  :    13   11    7.486
   1  [    1 ( 0, 0, 0) ] 2    13  [    2 (-1, 0, 1) ] 2  :    25   11    4.075
   1  [    1 ( 0, 0, 0) ] 2    31  [    2 (-1, 1, 0) ] 2  :    41   11    4.075
   1  [    1 ( 0, 0, 0) ] 2    63  [    2 ( 0,-1,-1) ] 2  :    49   11    6.280
   1  [    1 ( 0, 0, 0) ] 2    60  [    2 ( 0, 1,-1) ] 2  :    69   11    8.150
   1  [    1 ( 0, 0, 0) ] 2    45  [    2 ( 1,-1,-1) ] 2  :    73   11    4.075
   1  [    1 ( 0, 0, 0) ] 2    10  [    2 ( 1, 0,-1) ] 2  :    93   11    4.778
   1  [    1 ( 0, 0, 0) ] 2    28  [    2 (-1,-1, 0) ] 1  :     5   12    2.495
   1  [    1 ( 0, 0, 0) ] 2    42  [    2 (-1,-1, 1) ] 1  :    13   12    7.486
   1  [    1 ( 0, 0, 0) ] 2    13  [    2 (-1, 0, 1) ] 3  :    25   12    4.075
   1  [    1 ( 0, 0, 0) ] 2    31  [    2 (-1, 1, 0) ] 3  :    41   12    4.075
   1  [    1 ( 0, 0, 0) ] 2    63  [    2 ( 0,-1,-1) ] 3  :    49   12    6.280
   1  [    1 ( 0, 0, 0) ] 2    60  [    2 ( 0, 1,-1) ] 1  :    69   12    8.150
   1  [    1 ( 0, 0, 0) ] 2    45  [    2 ( 1,-1,-1) ] 3  :    73   12    4.075
   1  [    1 ( 0, 0, 0) ] 2    10  [    2 ( 1, 0,-1) ] 1  :    93   12    4.778
   1  [    1 ( 0, 0, 0) ] 2    28  [    2 (-1,-1, 0) ] 3  :     5   13    2.495
   1  [    1 ( 0, 0, 0) ] 2    42  [    2 (-1,-1, 1) ] 3  :    21   13    7.486
   1  [    1 ( 0, 0, 0) ] 2    11  [    2 (-1, 0,-1) ] 1  :    37   13    4.075
   1  [    1 ( 0, 0, 0) ] 2    11  [    2 (-1, 0,-1) ] 3  :    41   13    4.075
   1  [    1 ( 0, 0, 0) ] 2    13  [    2 (-1, 0, 1) ] 1  :    57   13    4.075
   1  [    1 ( 0, 0, 0) ] 2    43  [    2 (-1, 1,-1) ] 1  :    69   13    4.075
   1  [    1 ( 0, 0, 0) ] 2    43  [    2 (-1, 1,-1) ] 3  :    73   13    4.075
   1  [    1 ( 0, 0, 0) ] 2    31  [    2 (-1, 1, 0) ] 1  :    89   13    4.075
   1  [    1 ( 0, 0, 0) ] 2    63  [    2 ( 0,-1,-1) ] 1  :   105   13    6.280
   1  [    1 ( 0, 0, 0) ] 2    57  [    2 ( 0,-1, 1) ] 1  :   117   13    9.112
   1  [    1 ( 0, 0, 0) ] 2    57  [    2 ( 0,-1, 1) ] 3  :   121   13    9.112
   1  [    1 ( 0, 0, 0) ] 2    60  [    2 ( 0, 1,-1) ] 3  :   133   13    8.150
   1  [    1 ( 0, 0, 0) ] 2    45  [    2 ( 1,-1,-1) ] 1  :   153   13    4.075
   1  [    1 ( 0, 0, 0) ] 2    25  [    2 ( 1,-1, 0) ] 1  :   165   13    4.075
   1  [    1 ( 0, 0, 0) ] 2    25  [    2 ( 1,-1, 0) ] 3  :   169   13    4.075
   1  [    1 ( 0, 0, 0) ] 2    10  [    2 ( 1, 0,-1) ] 3  :   181   13    4.778
   1  [    1 ( 0, 0, 0) ] 2    11  [    2 (-1, 0,-1) ] 2  :     9   14    4.075
   1  [    1 ( 0, 0, 0) ] 2    43  [    2 (-1, 1,-1) ] 2  :    17   14    4.075
   1  [    1 ( 0, 0, 0) ] 2    57  [    2 ( 0,-1, 1) ] 2  :    29   14    9.112
   1  [    1 ( 0, 0, 0) ] 2    25  [    2 ( 1,-1, 0) ] 2  :    41   14    4.075
   1  [    1 ( 0, 0, 0) ] 2     2  [    1 (-1,-1, 1) ] 2  :     5   15    2.495
   1  [    1 ( 0, 0, 0) ] 2     2  [    1 ( 1, 1,-1) ] 2  :     8   15    2.495
   1  [    1 ( 0, 0, 0) ] 2     5  [    1 (-1, 1, 1) ] 2  :    17   15    7.058
   1  [    1 ( 0, 0, 0) ] 2     5  [    1 ( 1,-1,-1) ] 2  :    20   15    7.058
   1  [    1 ( 0, 0, 0) ] 2     3  [    1 (-1, 1,-1) ] 2  :     5   16    9.982
   1  [    1 ( 0, 0, 0) ] 2     3  [    1 ( 1,-1, 1) ] 2  :     8   16    9.982
   1  [    1 ( 0, 0, 0) ] 2    37  [    1 (-1, 0, 1) ] 2  :     5   17    5.763
   1  [    1 ( 0, 0, 0) ] 2    34  [    1 ( 1, 0,-1) ] 2  :     8   17    6.280
   1  [    1 ( 0, 0, 0) ] 2    33  [    1 ( 0,-1, 0) ] 2  :    13   17    4.075
   1  [    1 ( 0, 0, 0) ] 2    38  [    1 ( 0, 1, 0) ] 2  :    16   17    4.778
   1  [    1 ( 0, 0, 0) ] 2    18  [    1 ( 1, 0, 0) ] 1  :     4   18    4.778
   1  [    1 ( 0, 0, 0) ] 2    19  [    1 (-1, 0, 0) ] 1  :     9   18    5.763
   1  [    1 ( 0, 0, 0) ] 2    34  [    1 ( 1, 0,-1) ] 1  :    20   18    6.280
   1  [    1 ( 0, 0, 0) ] 2    37  [    1 (-1, 0, 1) ] 1  :    21   18    5.763
   1  [    1 ( 0, 0, 0) ] 2    37  [    1 (-1, 0, 1) ] 3  :    25   18    5.763
   1  [    1 ( 0, 0, 0) ] 2    34  [    1 ( 1, 0,-1) ] 3  :    32   18    6.280
   1  [    1 ( 0, 0, 0) ] 2    55  [    1 (-1, 1, 0) ] 3  :    37   18    9.112
   1  [    1 ( 0, 0, 0) ] 2    49  [    1 ( 1,-1, 0) ] 3  :    48   18    5.763
   1  [    1 ( 0, 0, 0) ] 2    38  [    1 ( 0, 1, 0) ] 1  :    52   18    4.778
   1  [    1 ( 0, 0, 0) ] 2    33  [    1 ( 0,-1, 0) ] 1  :    53   18    4.075
   1  [    1 ( 0, 0, 0) ] 2    33  [    1 ( 0,-1, 0) ] 3  :    57   18    4.075
