 # i,    taui (ni),  alpha ;   j,    tauj  (nj),   beta  :   term  group   rij 
   1  [    1 ( 0, 0, 0) ] 2    59  [    2 (-1, 0, 0) ] 1  :    21    3    7.486
   1  [    1 ( 0, 0, 0) ] 2    59  [    2 (-1, 0, 0) ] 3  :    25    3    7.486
   1  [    1 ( 0, 0, 0) ] 2     9  [    2 ( 0,-1, 0) ] 1  :    45    3    4.778
   1  [    1 ( 0, 0, 0) ] 2     9  [    2 ( 0,-1, 0) ] 3  :    49    3    4.778
   1  [    1 ( 0, 0, 0) ] 2    27  [    2 ( 0, 0,-1) ] 1  :    69    3    2.495
   1  [    1 ( 0, 0, 0) ] 2    27  [    2 ( 0, 0,-1) ] 3  :    73    3    2.495
   1  [    1 ( 0, 0, 0) ] 2    48  [    2 (-1,-1,-1) ] 2  :     5    4    7.058
   1  [    1 ( 0, 0, 0) ] 2    30  [    2 (-1,-1, 2) ] 2  :    17    4    4.075
   1  [    1 ( 0, 0, 0) ] 2    16  [    2 (-1, 2,-1) ] 2  :    29    4    4.075
   1  [    1 ( 0, 0, 0) ] 2    62  [    2 ( 2,-1,-1) ] 2  :    41    4    7.058
   1  [    1 ( 0, 0, 0) ] 2    48  [    2 (-1,-1,-1) ] 1  :     9    5    7.058
   1  [    1 ( 0, 0, 0) ] 2    48  [    2 (-1,-1,-1) ] 3  :    13    5    7.058
   1  [    1 ( 0, 0, 0) ] 2    30  [    2 (-1,-1, 2) ] 1  :    33    5    4.075
   1  [    1 ( 0, 0, 0) ] 2    30  [    2 (-1,-1, 2) ] 3  :    37    5    4.075
   1  [    1 ( 0, 0, 0) ] 2    16  [    2 (-1, 2,-1) ] 1  :    57    5    4.075
   1  [    1 ( 0, 0, 0) ] 2    16  [    2 (-1, 2,-1) ] 3  :    61    5    4.075
   1  [    1 ( 0, 0, 0) ] 2    62  [    2 ( 2,-1,-1) ] 1  :    81    5    7.058
   1  [    1 ( 0, 0, 0) ] 2    62  [    2 ( 2,-1,-1) ] 3  :    85    5    7.058
   1  [    1 ( 0, 0, 0) ] 2    52  [    1 (-1,-1, 0) ] 2  :     5    6    8.523
   1  [    1 ( 0, 0, 0) ] 2    54  [    1 ( 1, 1, 0) ] 2  :     8    6    6.280
   1  [    1 ( 0, 0, 0) ] 2    23  [    1 ( 0,-1,-1) ] 2  :    17    6    2.495
   1  [    1 ( 0, 0, 0) ] 2    22  [    1 ( 0, 1, 1) ] 2  :    20    6    4.075
   1  [    1 ( 0, 0, 0) ] 2    56  [    1 (-2, 0, 1) ] 2  :    29    6    6.280
   1  [    1 ( 0, 0, 0) ] 2    50  [    1 ( 2, 0,-1) ] 2  :    32    6    7.486
   1  [    1 ( 0, 0, 0) ] 2    23  [    1 (-2, 1, 1) ] 2  :    41    6    2.495
   1  [    1 ( 0, 0, 0) ] 2    22  [    1 ( 2,-1,-1) ] 2  :    44    6    4.075
   1  [    1 ( 0, 0, 0) ] 2    54  [    1 (-1,-1, 2) ] 2  :    53    6    6.280
   1  [    1 ( 0, 0, 0) ] 2    52  [    1 ( 1, 1,-2) ] 2  :    56    6    8.523
   1  [    1 ( 0, 0, 0) ] 2    21  [    1 (-1, 0, 2) ] 2  :    57    6    4.778
   1  [    1 ( 0, 0, 0) ] 2    24  [    1 ( 1, 0,-2) ] 2  :    60    6    4.075
   1  [    1 ( 0, 0, 0) ] 2    24  [    1 (-1, 2, 0) ] 2  :    73    6    4.075
   1  [    1 ( 0, 0, 0) ] 2    21  [    1 ( 1,-2, 0) ] 2  :    76    6    4.778
   1  [    1 ( 0, 0, 0) ] 2    50  [    1 ( 0,-2, 1) ] 2  :    85    6    7.486
   1  [    1 ( 0, 0, 0) ] 2    56  [    1 ( 0, 2,-1) ] 2  :    88    6    6.280
   1  [    1 ( 0, 0, 0) ] 2    54  [    1 ( 1, 1, 0) ] 1  :     4    7    6.280
   1  [    1 ( 0, 0, 0) ] 2    52  [    1 (-1,-1, 0) ] 1  :     5    7    8.523
   1  [    1 ( 0, 0, 0) ] 2    23  [    1 ( 0,-1,-1) ] 3  :    17    7    2.495
   1  [    1 ( 0, 0, 0) ] 2    22  [    1 ( 0, 1, 1) ] 3  :    24    7    4.075
   1  [    1 ( 0, 0, 0) ] 2    50  [    1 ( 2, 0,-1) ] 1  :    28    7    7.486
   1  [    1 ( 0, 0, 0) ] 2    56  [    1 (-2, 0, 1) ] 1  :    29    7    6.280
   1  [    1 ( 0, 0, 0) ] 2    23  [    1 (-2, 1, 1) ] 3  :    41    7    2.495
   1  [    1 ( 0, 0, 0) ] 2    22  [    1 ( 2,-1,-1) ] 3  :    48    7    4.075
   1  [    1 ( 0, 0, 0) ] 2    52  [    1 ( 1, 1,-2) ] 1  :    52    7    8.523
   1  [    1 ( 0, 0, 0) ] 2    54  [    1 (-1,-1, 2) ] 1  :    53    7    6.280
   1  [    1 ( 0, 0, 0) ] 2    21  [    1 (-1, 0, 2) ] 3  :    57    7    4.778
   1  [    1 ( 0, 0, 0) ] 2    24  [    1 ( 1, 0,-2) ] 3  :    64    7    4.075
   1  [    1 ( 0, 0, 0) ] 2    24  [    1 (-1, 2, 0) ] 3  :    73    7    4.075
   1  [    1 ( 0, 0, 0) ] 2    21  [    1 ( 1,-2, 0) ] 3  :    80    7    4.778
   1  [    1 ( 0, 0, 0) ] 2    56  [    1 ( 0, 2,-1) ] 1  :    84    7    6.280
   1  [    1 ( 0, 0, 0) ] 2    50  [    1 ( 0,-2, 1) ] 1  :    85    7    7.486
   1  [    1 ( 0, 0, 0) ] 2    54  [    1 ( 1, 1, 0) ] 3  :     8    8    6.280
   1  [    1 ( 0, 0, 0) ] 2    35  [    1 (-1, 0,-1) ] 1  :     9    8    5.763
   1  [    1 ( 0, 0, 0) ] 2    35  [    1 (-1, 0,-1) ] 3  :    13    8    5.763
   1  [    1 ( 0, 0, 0) ] 2    22  [    1 ( 0, 1, 1) ] 1  :    20    8    4.075
   1  [    1 ( 0, 0, 0) ] 2    56  [    1 (-2, 0, 1) ] 3  :    29    8    6.280
   1  [    1 ( 0, 0, 0) ] 2    36  [    1 ( 2,-1, 0) ] 1  :    36    8    4.778
   1  [    1 ( 0, 0, 0) ] 2    36  [    1 ( 2,-1, 0) ] 3  :    40    8    4.778
   1  [    1 ( 0, 0, 0) ] 2    23  [    1 (-2, 1, 1) ] 1  :    41    8    2.495
   1  [    1 ( 0, 0, 0) ] 2    52  [    1 ( 1, 1,-2) ] 3  :    56    8    8.523
   1  [    1 ( 0, 0, 0) ] 2    24  [    1 ( 1, 0,-2) ] 1  :    60    8    4.075
   1  [    1 ( 0, 0, 0) ] 2    40  [    1 (-1, 2,-1) ] 1  :    65    8    7.486
   1  [    1 ( 0, 0, 0) ] 2    40  [    1 (-1, 2,-1) ] 3  :    69    8    7.486
   1  [    1 ( 0, 0, 0) ] 2    21  [    1 ( 1,-2, 0) ] 1  :    76    8    4.778
   1  [    1 ( 0, 0, 0) ] 2    50  [    1 ( 0,-2, 1) ] 3  :    85    8    7.486
   1  [    1 ( 0, 0, 0) ] 2    39  [    1 ( 0,-1, 2) ] 1  :    89    8    5.763
   1  [    1 ( 0, 0, 0) ] 2    39  [    1 ( 0,-1, 2) ] 3  :    93    8    5.763
   1  [    1 ( 0, 0, 0) ] 2    52  [    1 (-1,-1, 0) ] 3  :     5    9    8.523
   1  [    1 ( 0, 0, 0) ] 2    40  [    1 ( 1, 0, 1) ] 1  :    12    9    7.486
   1  [    1 ( 0, 0, 0) ] 2    40  [    1 ( 1, 0, 1) ] 3  :    16    9    7.486
   1  [    1 ( 0, 0, 0) ] 2    23  [    1 ( 0,-1,-1) ] 1  :    17    9    2.495
   1  [    1 ( 0, 0, 0) ] 2    50  [    1 ( 2, 0,-1) ] 3  :    32    9    7.486
   1  [    1 ( 0, 0, 0) ] 2    39  [    1 (-2, 1, 0) ] 1  :    33    9    5.763
   1  [    1 ( 0, 0, 0) ] 2    39  [    1 (-2, 1, 0) ] 3  :    37    9    5.763
   1  [    1 ( 0, 0, 0) ] 2    22  [    1 ( 2,-1,-1) ] 1  :    44    9    4.075
   1  [    1 ( 0, 0, 0) ] 2    54  [    1 (-1,-1, 2) ] 3  :    53    9    6.280
   1  [    1 ( 0, 0, 0) ] 2    21  [    1 (-1, 0, 2) ] 1  :    57    9    4.778
   1  [    1 ( 0, 0, 0) ] 2    35  [    1 ( 1,-2, 1) ] 1  :    68    9    5.763
   1  [    1 ( 0, 0, 0) ] 2    35  [    1 ( 1,-2, 1) ] 3  :    72    9    5.763
   1  [    1 ( 0, 0, 0) ] 2    24  [    1 (-1, 2, 0) ] 1  :    73    9    4.075
   1  [    1 ( 0, 0, 0) ] 2    56  [    1 ( 0, 2,-1) ] 3  :    88    9    6.280
   1  [    1 ( 0, 0, 0) ] 2    36  [    1 ( 0, 1,-2) ] 1  :    92    9    4.778
   1  [    1 ( 0, 0, 0) ] 2    36  [    1 ( 0, 1,-2) ] 3  :    96    9    4.778
   1  [    1 ( 0, 0, 0) ] 2    35  [    1 (-1, 0,-1) ] 2  :     5   10    5.763
   1  [    1 ( 0, 0, 0) ] 2    40  [    1 ( 1, 0, 1) ] 2  :     8   10    7.486
   1  [    1 ( 0, 0, 0) ] 2    39  [    1 (-2, 1, 0) ] 2  :    17   10    5.763
   1  [    1 ( 0, 0, 0) ] 2    36  [    1 ( 2,-1, 0) ] 2  :    20   10    4.778
   1  [    1 ( 0, 0, 0) ] 2    40  [    1 (-1, 2,-1) ] 2  :    33   10    7.486
   1  [    1 ( 0, 0, 0) ] 2    35  [    1 ( 1,-2, 1) ] 2  :    36   10    5.763
   1  [    1 ( 0, 0, 0) ] 2    39  [    1 ( 0,-1, 2) ] 2  :    45   10    5.763
   1  [    1 ( 0, 0, 0) ] 2    36  [    1 ( 0, 1,-2) ] 2  :    48   10    4.778
   1  [    1 ( 0, 0, 0) ] 2    28  [    2 (-1,-1, 0) ] 2  :     5   11    4.075
   1  [    1 ( 0, 0, 0) ] 2    42  [    2 (-1,-1, 1) ] 2  :    13   11    4.778
   1  [    1 ( 0, 0, 0) ] 2    13  [    2 (-1, 0, 1) ] 2  :    25   11    4.778
   1  [    1 ( 0, 0, 0) ] 2    31  [    2 (-1, 1, 0) ] 2  :    41   11    4.778
   1  [    1 ( 0, 0, 0) ] 2    63  [    2 ( 0,-1,-1) ] 2  :    49   11    7.486
   1  [    1 ( 0, 0, 0) ] 2    60  [    2 ( 0, 1,-1) ] 2  :    69   11    7.058
   1  [    1 ( 0, 0, 0) ] 2    45  [    2 ( 1,-1,-1) ] 2  :    73   11    7.058
   1  [    1 ( 0, 0, 0) ] 2    10  [    2 ( 1, 0,-1) ] 2  :    93   11    4.075
   1  [    1 ( 0, 0, 0) ] 2    28  [    2 (-1,-1, 0) ] 1  :     5   12    4.075
   1  [    1 ( 0, 0, 0) ] 2    42  [    2 (-1,-1, 1) ] 1  :    13   12    4.778
   1  [    1 ( 0, 0, 0) ] 2    13  [    2 (-1, 0, 1) ] 3  :    25   12    4.778
   1  [    1 ( 0, 0, 0) ] 2    31  [    2 (-1, 1, 0) ] 3  :    41   12    4.778
   1  [    1 ( 0, 0, 0) ] 2    63  [    2 ( 0,-1,-1) ] 3  :    49   12    7.486
   1  [    1 ( 0, 0, 0) ] 2    60  [    2 ( 0, 1,-1) ] 1  :    69   12    7.058
   1  [    1 ( 0, 0, 0) ] 2    45  [    2 ( 1,-1,-1) ] 3  :    73   12    7.058
   1  [    1 ( 0, 0, 0) ] 2    10  [    2 ( 1, 0,-1) ] 1  :    93   12    4.075
   1  [    1 ( 0, 0, 0) ] 2    28  [    2 (-1,-1, 0) ] 3  :     5   13    4.075
   1  [    1 ( 0, 0, 0) ] 2    42  [    2 (-1,-1, 1) ] 3  :    21   13    4.778
   1  [    1 ( 0, 0, 0) ] 2    11  [    2 (-1, 0,-1) ] 1  :    37   13    2.495
   1  [    1 ( 0, 0, 0) ] 2    11  [    2 (-1, 0,-1) ] 3  :    41   13    2.495
   1  [    1 ( 0, 0, 0) ] 2    13  [    2 (-1, 0, 1) ] 1  :    57   13    4.778
   1  [    1 ( 0, 0, 0) ] 2    43  [    2 (-1, 1,-1) ] 1  :    69   13    4.075
   1  [    1 ( 0, 0, 0) ] 2    43  [    2 (-1, 1,-1) ] 3  :    73   13    4.075
   1  [    1 ( 0, 0, 0) ] 2    31  [    2 (-1, 1, 0) ] 1  :    89   13    4.778
   1  [    1 ( 0, 0, 0) ] 2    63  [    2 ( 0,-1,-1) ] 1  :   105   13    7.486
   1  [    1 ( 0, 0, 0) ] 2    57  [    2 ( 0,-1, 1) ] 1  :   117   13    8.150
   1  [    1 ( 0, 0, 0) ] 2    57  [    2 ( 0,-1, 1) ] 3  :   121   13    8.150
   1  [    1 ( 0, 0, 0) ] 2    60  [    2 ( 0, 1,-1) ] 3  :   133   13    7.058
   1  [    1 ( 0, 0, 0) ] 2    45  [    2 ( 1,-1,-1) ] 1  :   153   13    7.058
   1  [    1 ( 0, 0, 0) ] 2    25  [    2 ( 1,-1, 0) ] 1  :   165   13    4.778
   1  [    1 ( 0, 0, 0) ] 2    25  [    2 ( 1,-1, 0) ] 3  :   169   13    4.778
   1  [    1 ( 0, 0, 0) ] 2    10  [    2 ( 1, 0,-1) ] 3  :   181   13    4.075
   1  [    1 ( 0, 0, 0) ] 2    11  [    2 (-1, 0,-1) ] 2  :     9   14    2.495
   1  [    1 ( 0, 0, 0) ] 2    43  [    2 (-1, 1,-1) ] 2  :    17   14    4.075
   1  [    1 ( 0, 0, 0) ] 2    57  [    2 ( 0,-1, 1) ] 2  :    29   14    8.150
   1  [    1 ( 0, 0, 0) ] 2    25  [    2 ( 1,-1, 0) ] 2  :    41   14    4.778
   1  [    1 ( 0, 0, 0) ] 2     2  [    1 (-1,-1, 1) ] 2  :     5   15    2.495
   1  [    1 ( 0, 0, 0) ] 2     2  [    1 ( 1, 1,-1) ] 2  :     8   15    2.495
   1  [    1 ( 0, 0, 0) ] 2     5  [    1 (-1, 1, 1) ] 2  :    17   15    4.778
   1  [    1 ( 0, 0, 0) ] 2     5  [    1 ( 1,-1,-1) ] 2  :    20   15    4.778
   1  [    1 ( 0, 0, 0) ] 2     3  [    1 (-1, 1,-1) ] 2  :     5   16    7.486
   1  [    1 ( 0, 0, 0) ] 2     3  [    1 ( 1,-1, 1) ] 2  :     8   16    7.486
   1  [    1 ( 0, 0, 0) ] 2    37  [    1 (-1, 0, 1) ] 2  :     5   17    4.075
   1  [    1 ( 0, 0, 0) ] 2    34  [    1 ( 1, 0,-1) ] 2  :     8   17    7.058
   1  [    1 ( 0, 0, 0) ] 2    33  [    1 ( 0,-1, 0) ] 2  :    13   17    6.280
   1  [    1 ( 0, 0, 0) ] 2    38  [    1 ( 0, 1, 0) ] 2  :    16   17    4.778
   1  [    1 ( 0, 0, 0) ] 2    18  [    1 ( 1, 0, 0) ] 1  :     4   18    5.763
   1  [    1 ( 0, 0, 0) ] 2    19  [    1 (-1, 0, 0) ] 1  :     9   18    7.486
   1  [    1 ( 0, 0, 0) ] 2    34  [    1 ( 1, 0,-1) ] 1  :    20   18    7.058
   1  [    1 ( 0, 0, 0) ] 2    37  [    1 (-1, 0, 1) ] 1  :    21   18    4.075
   1  [    1 ( 0, 0, 0) ] 2    37  [    1 (-1, 0, 1) ] 3  :    25   18    4.075
   1  [    1 ( 0, 0, 0) ] 2    34  [    1 ( 1, 0,-1) ] 3  :    32   18    7.058
   1  [    1 ( 0, 0, 0) ] 2    55  [    1 (-1, 1, 0) ] 3  :    37   18    7.058
   1  [    1 ( 0, 0, 0) ] 2    49  [    1 ( 1,-1, 0) ] 3  :    48   18    8.523
   1  [    1 ( 0, 0, 0) ] 2    38  [    1 ( 0, 1, 0) ] 1  :    52   18    4.778
   1  [    1 ( 0, 0, 0) ] 2    33  [    1 ( 0,-1, 0) ] 1  :    53   18    6.280
   1  [    1 ( 0, 0, 0) ] 2    33  [    1 ( 0,-1, 0) ] 3  :    57   18    6.280
   1  [    1 ( 0, 0, 0) ] 2    38  [    1 ( 0, 1, 0) ] 3  :    64   18    4.778
   1  [    1 ( 0, 0, 0) ] 2    20  [    1 ( 0, 1,-1) ] 1  :    68   18    7.058
   1  [    1 ( 0, 0, 0) ] 2    17  [    1 ( 0,-1, 1) ] 1  :    73   18    4.778
   1  [    1 ( 0, 0, 0) ] 2    51  [    1 ( 0, 0,-1) ] 3  :    85   18    8.523
   1  [    1 ( 0, 0, 0) ] 2    53  [    1 ( 0, 0, 1) ] 3  :    96   18    8.150
   1  [    1 ( 0, 0, 0) ] 2    19  [    1 (-1, 0, 0) ] 2  :     1   19    7.486
   1  [    1 ( 0, 0, 0) ] 2    18  [    1 ( 1, 0, 0) ] 2  :     4   19    5.763
   1  [    1 ( 0, 0, 0) ] 2    55  [    1 (-1, 1, 0) ] 2  :    21   19    7.058
   1  [    1 ( 0, 0, 0) ] 2    49  [    1 ( 1,-1, 0) ] 2  :    24   19    8.523
   1  [    1 ( 0, 0, 0) ] 2    17  [    1 ( 0,-1, 1) ] 2  :    33   19    4.778
   1  [    1 ( 0, 0, 0) ] 2    20  [    1 ( 0, 1,-1) ] 2  :    36   19    7.058
   1  [    1 ( 0, 0, 0) ] 2    51  [    1 ( 0, 0,-1) ] 2  :    45   19    8.523
   1  [    1 ( 0, 0, 0) ] 2    53  [    1 ( 0, 0, 1) ] 2  :    48   19    8.150
   1  [    1 ( 0, 0, 0) ] 2    19  [    1 (-1, 0, 0) ] 3  :     1   20    7.486
   1  [    1 ( 0, 0, 0) ] 2    18  [    1 ( 1, 0, 0) ] 3  :     8   20    5.763
   1  [    1 ( 0, 0, 0) ] 2    49  [    1 ( 1,-1, 0) ] 1  :    20   20    8.523
   1  [    1 ( 0, 0, 0) ] 2    55  [    1 (-1, 1, 0) ] 1  :    21   20    7.058
   1  [    1 ( 0, 0, 0) ] 2    17  [    1 ( 0,-1, 1) ] 3  :    33   20    4.778
   1  [    1 ( 0, 0, 0) ] 2    20  [    1 ( 0, 1,-1) ] 3  :    40   20    7.058
   1  [    1 ( 0, 0, 0) ] 2    53  [    1 ( 0, 0, 1) ] 1  :    44   20    8.150
   1  [    1 ( 0, 0, 0) ] 2    51  [    1 ( 0, 0,-1) ] 1  :    45   20    8.523
   1  [    1 ( 0, 0, 0) ] 2    43  [    2 ( 1,-1, 1) ] 2  :     5   21    4.075
   1  [    1 ( 0, 0, 0) ] 2    57  [    2 (-2, 1,-1) ] 2  :    17   21    8.150
   1  [    1 ( 0, 0, 0) ] 2    25  [    2 (-1, 1,-2) ] 2  :    29   21    4.778
   1  [    1 ( 0, 0, 0) ] 2    11  [    2 ( 1,-2, 1) ] 2  :    37   21    2.495
   1  [    1 ( 0, 0, 0) ] 2    45  [    2 (-1, 1, 1) ] 1  :     9   22    7.058
   1  [    1 ( 0, 0, 0) ] 2    43  [    2 ( 1,-1, 1) ] 1  :    21   22    4.075
   1  [    1 ( 0, 0, 0) ] 2    43  [    2 ( 1,-1, 1) ] 3  :    25   22    4.075
   1  [    1 ( 0, 0, 0) ] 2    42  [    2 ( 1, 1,-1) ] 3  :    37   22    4.778
   1  [    1 ( 0, 0, 0) ] 2    60  [    2 (-2,-1, 1) ] 3  :    53   22    7.058
   1  [    1 ( 0, 0, 0) ] 2    57  [    2 (-2, 1,-1) ] 1  :    69   22    8.150
   1  [    1 ( 0, 0, 0) ] 2    57  [    2 (-2, 1,-1) ] 3  :    73   22    8.150
   1  [    1 ( 0, 0, 0) ] 2    63  [    2 (-2, 1, 1) ] 1  :    89   22    7.486
   1  [    1 ( 0, 0, 0) ] 2    10  [    2 (-1,-2, 1) ] 3  :   101   22    4.075
   1  [    1 ( 0, 0, 0) ] 2    25  [    2 (-1, 1,-2) ] 1  :   117   22    4.778
   1  [    1 ( 0, 0, 0) ] 2    25  [    2 (-1, 1,-2) ] 3  :   121   22    4.778
   1  [    1 ( 0, 0, 0) ] 2    13  [    2 ( 1,-2,-1) ] 1  :   137   22    4.778
   1  [    1 ( 0, 0, 0) ] 2    11  [    2 ( 1,-2, 1) ] 1  :   149   22    2.495
   1  [    1 ( 0, 0, 0) ] 2    11  [    2 ( 1,-2, 1) ] 3  :   153   22    2.495
   1  [    1 ( 0, 0, 0) ] 2    31  [    2 ( 1,-1,-2) ] 1  :   169   22    4.778
   1  [    1 ( 0, 0, 0) ] 2    28  [    2 ( 1, 1,-2) ] 3  :   181   22    4.075
   1  [    1 ( 0, 0, 0) ] 2    45  [    2 (-1, 1, 1) ] 2  :     1   23    7.058
   1  [    1 ( 0, 0, 0) ] 2    42  [    2 ( 1, 1,-1) ] 2  :    21   23    4.778
   1  [    1 ( 0, 0, 0) ] 2    60  [    2 (-2,-1, 1) ] 2  :    29   23    7.058
   1  [    1 ( 0, 0, 0) ] 2    63  [    2 (-2, 1, 1) ] 2  :    41   23    7.486
   1  [    1 ( 0, 0, 0) ] 2    10  [    2 (-1,-2, 1) ] 2  :    53   23    4.075
   1  [    1 ( 0, 0, 0) ] 2    13  [    2 ( 1,-2,-1) ] 2  :    65   23    4.778
   1  [    1 ( 0, 0, 0) ] 2    31  [    2 ( 1,-1,-2) ] 2  :    81   23    4.778
   1  [    1 ( 0, 0, 0) ] 2    28  [    2 ( 1, 1,-2) ] 2  :    93   23    4.075
   1  [    1 ( 0, 0, 0) ] 2    45  [    2 (-1, 1, 1) ] 3  :     1   24    7.058
   1  [    1 ( 0, 0, 0) ] 2    42  [    2 ( 1, 1,-1) ] 1  :    21   24    4.778
   1  [    1 ( 0, 0, 0) ] 2    60  [    2 (-2,-1, 1) ] 1  :    29   24    7.058
   1  [    1 ( 0, 0, 0) ] 2    63  [    2 (-2, 1, 1) ] 3  :    41   24    7.486
   1  [    1 ( 0, 0, 0) ] 2    10  [    2 (-1,-2, 1) ] 1  :    53   24    4.075
   1  [    1 ( 0, 0, 0) ] 2    13  [    2 ( 1,-2,-1) ] 3  :    65   24    4.778
   1  [    1 ( 0, 0, 0) ] 2    31  [    2 ( 1,-1,-2) ] 3  :    81   24    4.778
   1  [    1 ( 0, 0, 0) ] 2    28  [    2 ( 1, 1,-2) ] 1  :    93   24    4.075
   1  [    1 ( 0, 0, 0) ] 2    29  [    2 ( 0, 0, 1) ] 2  :     5   25    6.280
   1  [    1 ( 0, 0, 0) ] 2    58  [    2 ( 1, 0, 0) ] 2  :    17   25    8.523
   1  [    1 ( 0, 0, 0) ] 2    44  [    2 (-2, 0, 0) ] 2  :    25   25    6.280
   1  [    1 ( 0, 0, 0) ] 2    15  [    2 (-2, 1, 0) ] 2  :    45   25    4.778
   1  [    1 ( 0, 0, 0) ] 2    26  [    2 ( 0,-2, 1) ] 2  :    57   25    4.075
   1  [    1 ( 0, 0, 0) ] 2    47  [    2 ( 0, 0,-2) ] 2  :    69   25    7.486
   1  [    1 ( 0, 0, 0) ] 2    12  [    2 ( 0, 1,-2) ] 2  :    73   25    4.075
   1  [    1 ( 0, 0, 0) ] 2    61  [    2 ( 1,-2, 0) ] 2  :    85   25    6.280
   1  [    1 ( 0, 0, 0) ] 2    29  [    2 ( 0, 0, 1) ] 1  :     5   26    6.280
   1  [    1 ( 0, 0, 0) ] 2    58  [    2 ( 1, 0, 0) ] 3  :    17   26    8.523
   1  [    1 ( 0, 0, 0) ] 2    44  [    2 (-2, 0, 0) ] 3  :    25   26    6.280
   1  [    1 ( 0, 0, 0) ] 2    15  [    2 (-2, 1, 0) ] 1  :    45   26    4.778
   1  [    1 ( 0, 0, 0) ] 2    26  [    2 ( 0,-2, 1) ] 3  :    57   26    4.075
   1  [    1 ( 0, 0, 0) ] 2    47  [    2 ( 0, 0,-2) ] 1  :    69   26    7.486
   1  [    1 ( 0, 0, 0) ] 2    12  [    2 ( 0, 1,-2) ] 3  :    73   26    4.075
   1  [    1 ( 0, 0, 0) ] 2    61  [    2 ( 1,-2, 0) ] 1  :    85   26    6.280
   1  [    1 ( 0, 0, 0) ] 2    29  [    2 ( 0, 0, 1) ] 3  :     5   27    6.280
   1  [    1 ( 0, 0, 0) ] 2    14  [    2 ( 0, 1, 0) ] 1  :    21   27    5.763
   1  [    1 ( 0, 0, 0) ] 2    14  [    2 ( 0, 1, 0) ] 3  :    25   27    5.763
   1  [    1 ( 0, 0, 0) ] 2    58  [    2 ( 1, 0, 0) ] 1  :    41   27    8.523
   1  [    1 ( 0, 0, 0) ] 2    44  [    2 (-2, 0, 0) ] 1  :    57   27    6.280
   1  [    1 ( 0, 0, 0) ] 2    32  [    2 (-2, 0, 1) ] 1  :    69   27    4.075
   1  [    1 ( 0, 0, 0) ] 2    32  [    2 (-2, 0, 1) ] 3  :    73   27    4.075
   1  [    1 ( 0, 0, 0) ] 2    15  [    2 (-2, 1, 0) ] 3  :    85   27    4.778
   1  [    1 ( 0, 0, 0) ] 2    46  [    2 ( 0,-2, 0) ] 1  :   101   27    5.763
   1  [    1 ( 0, 0, 0) ] 2    46  [    2 ( 0,-2, 0) ] 3  :   105   27    5.763
   1  [    1 ( 0, 0, 0) ] 2    26  [    2 ( 0,-2, 1) ] 1  :   121   27    4.075
   1  [    1 ( 0, 0, 0) ] 2    47  [    2 ( 0, 0,-2) ] 3  :   133   27    7.486
   1  [    1 ( 0, 0, 0) ] 2    12  [    2 ( 0, 1,-2) ] 1  :   153   27    4.075
   1  [    1 ( 0, 0, 0) ] 2    61  [    2 ( 1,-2, 0) ] 3  :   165   27    6.280
   1  [    1 ( 0, 0, 0) ] 2    64  [    2 ( 1, 0,-2) ] 1  :   181   27    8.523
   1  [    1 ( 0, 0, 0) ] 2    64  [    2 ( 1, 0,-2) ] 3  :   185   27    8.523
   1  [    1 ( 0, 0, 0) ] 2    14  [    2 ( 0, 1, 0) ] 2  :     5   28    5.763
   1  [    1 ( 0, 0, 0) ] 2    32  [    2 (-2, 0, 1) ] 2  :    17   28    4.075
   1  [    1 ( 0, 0, 0) ] 2    46  [    2 ( 0,-2, 0) ] 2  :    25   28    5.763
   1  [    1 ( 0, 0, 0) ] 2    64  [    2 ( 1, 0,-2) ] 2  :    45   28    8.523
   1  [    1 ( 0, 0, 0) ] 3     1  [    1 ( 0, 0, 0) ] 3  :     3    1    0.000
   1  [    1 ( 0, 0, 0) ] 3    41  [    2 ( 0, 0, 0) ] 3  :     5    2    4.075
   1  [    1 ( 0, 0, 0) ] 3    59  [    2 (-1, 0, 0) ] 3  :    15    2    7.486
   1  [    1 ( 0, 0, 0) ] 3     9  [    2 ( 0,-1, 0) ] 3  :    27    2    4.778
   1  [    1 ( 0, 0, 0) ] 3    27  [    2 ( 0, 0,-1) ] 3  :    39    2    2.495
   1  [    1 ( 0, 0, 0) ] 3    41  [    2 ( 0, 0, 0) ] 1  :     9    3    4.075
   1  [    1 ( 0, 0, 0) ] 3    41  [    2 ( 0, 0, 0) ] 2  :    11    3    4.075
   1  [    1 ( 0, 0, 0) ] 3    59  [    2 (-1, 0, 0) ] 1  :    29    3    7.486
   1  [    1 ( 0, 0, 0) ] 3    59  [    2 (-1, 0, 0) ] 2  :    33    3    7.486
   1  [    1 ( 0, 0, 0) ] 3     9  [    2 ( 0,-1, 0) ] 1  :    53    3    4.778
   1  [    1 ( 0, 0, 0) ] 3     9  [    2 ( 0,-1, 0) ] 2  :    57    3    4.778
   1  [    1 ( 0, 0, 0) ] 3    27  [    2 ( 0, 0,-1) ] 1  :    77    3    2.495
   1  [    1 ( 0, 0, 0) ] 3    27  [    2 ( 0, 0,-1) ] 2  :    81    3    2.495
   1  [    1 ( 0, 0, 0) ] 3    48  [    2 (-1,-1,-1) ] 3  :     9    4    7.058
   1  [    1 ( 0, 0, 0) ] 3    30  [    2 (-1,-1, 2) ] 3  :    21    4    4.075
